Food,Religion,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment_Rate,Holiday,Size,Predicted_total_sales
0.0,0.0,-0.4533654657958848,-0.3435266290663855,-0.01120851180987,0.0,0.5287755717583079,-0.2238959927027334,1.5102440245499869,1.3870091937543376,-0.7549404790084153,-0.2675948321091491,0.3203589779653706,2160400.6525
0.0,0.0,-0.6420816189836144,-0.4276074986767124,0.1553663910281165,0.0,-0.0878759444747928,0.1381670908576068,0.3364873353111774,1.3897837280395895,-0.7549404790084153,-0.2675948321091491,0.3203589779653706,1347861.38
0.0,0.0,-0.2520682357289734,-0.5785218800285832,0.9089839032092246,0.0,-0.0549984766403897,-0.1733270667051049,0.3517440359967648,1.3928727902491769,-0.7549404790084153,-0.2675948321091491,0.3203589779653706,1425826.3325
0.0,0.0,-0.9686426144997724,-0.2788490370584406,0.1980719360838047,0.6458429272465093,-0.0992390944117804,-0.2004970846091202,0.0900027479762196,1.4030177768318337,-0.7804543585001991,-0.2675948321091491,0.3203589779653706,1105683.195
0.0,0.0,-0.3970241215108528,-0.3004082343944226,-0.2494227397255948,0.0939195029928581,-0.0998581879079149,-0.2056762703048018,0.0707930983809156,1.4030110795696764,-0.7804543585001991,-0.2675948321091491,0.3203589779653706,1002840.78
0.0,0.0,-0.5370569772095736,0.6287931707863775,0.3938373050020047,-0.0871251919812885,-0.0869735092463004,-0.1129113539803151,0.5937121689391315,1.415135107119803,-0.7804543585001991,-0.2675948321091491,0.3203589779653706,1229612.9975
0.0,0.0,-0.2898114663665195,0.5511800603768443,0.2037222180100856,0.0,-0.0973113879436578,0.3768578784694982,0.0924614261278661,1.41838683030102,-0.7804543585001991,-0.2675948321091491,0.3203589779653706,1267194.12
0.0,0.0,0.1144240037950227,0.3506795251522169,0.1820872502505959,0.0568495674921142,-0.091217083977741,-0.0293720144336016,0.3524785555814071,1.42695642559423,-0.892609120432832,-0.2675948321091491,0.3203589779653706,1234941.15
0.0,0.0,0.3540114678420529,0.1825177859315621,0.159436698521851,-0.1513658453431595,-0.0822680711129817,-0.1488172890549391,0.1353214849447091,1.42695642559423,-0.892609120432832,-0.2675948321091491,0.3203589779653706,1049898.0625
0.0,0.0,-0.0764801627629993,0.1092165149892246,-0.0227370639004278,0.0,-0.0837683082623447,-0.1348047414907056,-0.0442208938326495,1.42695642559423,-0.892609120432832,-0.2675948321091491,0.3203589779653706,873857.5625
0.0,0.0,-0.70772202009239,-0.4276074986767124,0.4815059569665453,0.0,-0.0916854986335465,-0.0482909025392757,0.2355441591102846,1.3803839950602386,-0.9691507589081834,-0.2675948321091491,1.133930628905381,1663435.92
0.0,0.0,-0.3002045298754088,-0.5785218800285832,0.5041772348987444,-0.0964750759127046,-0.0486241065690788,-0.1158298226837142,0.1649489771985288,1.3834704567644354,-0.9691507589081834,-0.2675948321091491,1.133930628905381,1663435.92
0.0,0.0,-1.0747612629589596,-0.2788490370584406,0.1924073052474402,0.5311420489742021,-0.0983579507585519,-0.2486055319836827,0.3304597891013257,1.3936151384602535,-0.9335376354509016,-0.2675948321091491,1.133930628905381,1370657.01
0.0,0.0,-0.5086128033957711,-0.3004082343944226,-0.1483872808564439,0.2077997439704654,-0.099776297233823,-0.221303963737444,0.107754572441699,1.3936199628461148,-0.9335376354509016,-0.2675948321091491,1.133930628905381,1609586.475
0.0,0.0,0.3512764511291874,0.1825177859315621,0.6900530161226104,-0.149399454885641,-0.0827233832609325,-0.2070112626666238,0.2975914394435113,1.4175375180509977,-0.9999800299607552,-0.2675948321091491,1.133930628905381,1664808.5599999998
0.0,0.0,-0.1366505304460432,0.1092165149892246,0.0401526146729566,-0.1495788291577066,-0.0758887876012252,-0.148069400998225,0.1309704376341556,1.4175375180509977,-0.9999800299607552,-0.2675948321091491,1.133930628905381,1556845.025
1.0,0.0,0.0537066327694054,0.0423830032476828,0.1096571407949133,-0.0580149898034527,-0.0997844863012322,0.1044804587786393,-0.2325943286849071,1.4739890277268453,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,329392.6325
1.0,0.0,0.4426260093389,-0.1128432175713836,0.0016608662118396,0.068719659946051,-0.0997353518967771,-0.1940145760784482,-0.3242831188212787,1.4744635085103002,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,310269.99750000006
1.0,0.0,0.0258094622981759,-0.2465102410544691,-0.0951655790327679,-0.1080379899257292,-0.0919147925210037,-0.1548856576193525,-0.1730870282894133,1.4752967232476468,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,346906.72250000003
1.0,0.0,-0.1711117410281505,-0.3435266290663855,-0.1525436818106804,0.0,0.0796281537531589,-0.2221785299014843,0.1366279205418211,1.4779197697671862,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,357038.225
1.0,0.0,0.2440637959848545,-0.3629299066687685,0.4482866357995059,0.0,-0.0669545150578024,-0.1831616728450233,0.1768666976348448,1.479231290464882,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,383354.75750000007
1.0,0.0,-0.3231786702634803,-0.4276074986767124,-0.2097926443978399,0.0,-0.0952886882935887,-0.2315600181959668,-0.2012819270021939,1.48080034318257,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,367403.6175
1.0,0.0,-0.0677281092818291,-0.5785218800285832,0.1257342973819945,0.0,-0.0982367525608959,-0.1638578781824735,-0.3596073431208746,1.4839145623994725,-1.041440084134904,-0.2675948321091491,-1.4972697322252235,329659.2875
1.0,0.0,-0.7717214111734458,-0.4426989368118997,0.061698300325259,1.6014279711780426,-0.0998418097730965,-0.2188970796982468,-0.2828079938777691,1.4901430059574257,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,332555.37
1.0,0.0,-0.5906633047817405,-0.2659135186568522,-0.0042508847426325,0.6089680612666366,-0.0997893997416777,-0.2215378310125077,-0.0597130893469008,1.493257227736402,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,309039.815
1.0,0.0,-0.6311415521321517,-0.2788490370584406,-0.2982632410037234,0.0226271985604107,-0.0995306252115474,-0.2500891275098681,-0.253693543929253,1.4940625209882898,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,368718.28500000003
1.0,0.0,-0.1519666240380909,-0.3004082343944226,-0.3198057380093406,0.0357170360643932,-0.0998581879079149,-0.2557555366952657,-0.1883577465243259,1.493944242829342,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,341339.34750000003
1.0,0.0,0.119347033878181,-0.2637575989232534,-0.0026804762501419,-0.0029560569929364,-0.0949611255972212,0.5241260504710705,-0.2521488099936119,1.4938259646703933,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,329659.2875
1.0,0.0,-0.1787697878241743,0.2342598595379176,0.8660121061553173,0.1767164247999088,0.0,-0.0314987449662122,-0.0194574911946868,1.4946935803790429,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,399291.5675
1.0,0.0,-0.0365489187551607,0.4972820670368909,-0.0837055828459432,0.1835304049599984,0.0,-0.2307390466157953,-0.2948210336494967,1.4984399017509291,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,342603.8325
1.0,0.0,-0.3521698474198563,0.7430569166670791,0.203371466874707,-0.1340069001640172,0.0,-0.2341349943391161,-0.3053678377618047,1.502186223122815,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,342845.59500000003
1.0,0.0,-0.1847868245924787,0.6287931707863775,0.6262673278306676,-0.1444307875494257,-0.0992194406499983,-0.0431506947227714,-0.1356265294726514,1.5059325470567757,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,384468.9925
1.0,0.0,0.0744927597871844,0.5511800603768443,0.1760591136921118,0.0,-0.0996288940204577,-0.2240908820986198,-0.263951586525461,1.509245170743531,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,374475.655
1.0,0.0,0.5334285642060392,0.5274649433072655,0.0202171955967106,0.0,-0.0595843543895343,-0.1648713030410829,-0.3164557192780667,1.5114735502174588,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,412574.24750000006
1.0,0.0,0.0033823252526775,0.516685344639274,-0.0562003165388897,0.0,-0.0671248476599135,-0.2352726611876031,-0.2543804038461896,1.5137019296913874,-1.002106186585071,-0.2675948321091491,-1.4972697322252235,342603.8325
1.0,0.0,0.2878240633907047,0.4670991907665173,1.134969671086977,0.1358773874073878,-0.0480705256122177,-0.2446297883075998,-0.208520589473746,1.5159303117273897,-1.0600439545976632,-0.2675948321091491,-1.4972697322252235,393354.16250000003
1.0,0.0,0.3791736216004173,0.3506795251522169,-0.2598129449495148,0.0084812950296423,-0.0911057126609761,-0.2237498256558186,-0.2641478322160143,1.518158691201318,-1.0600439545976632,-0.2675948321091491,-1.4972697322252235,392332.685
1.0,0.0,0.6050860020831192,0.1825177859315621,-0.2476785499887575,-0.1522492636330823,-0.0900476851517091,-0.2507346986337418,-0.204194773751978,1.518158691201318,-1.0600439545976632,-0.2675948321091491,-1.4972697322252235,393720.73000000004
1.0,0.0,0.2517218427808784,0.1092165149892246,-0.3174381678455349,0.0,-0.0899870860528812,-0.2276865914527243,-0.2822416848850296,1.518158691201318,-1.0600439545976632,-0.2675948321091491,-1.4972697322252235,360028.5475
0.0,0.0,-0.4003061415662913,0.0811895584524489,0.1893206952561085,1.5665262221908909,-0.0961075950345074,-0.2142319147842156,0.0019893592729249,-0.979700728656458,-2.1869069654847797,-0.2675948321091491,1.190666210775923,1321051.07
0.0,0.0,-0.8658059860960243,-0.5483390037582087,0.1648956616470162,-0.1213273813073846,-0.080502508179561,-0.255382810725633,-0.0952027207285345,-0.969304492259933,-2.1869069654847797,-0.2675948321091491,1.190666210775923,879233.7875000001
0.0,0.0,-1.4532875760195645,-0.2896286357264311,0.4288103818459372,0.6905609332724475,-0.0978928117297101,-0.2547372396017592,0.1493362307600804,-0.9593413284024154,-2.164582320929469,-0.2675948321091491,1.190666210775923,1580754.7174999998
0.0,0.0,0.145056190979118,0.1501789899275896,0.167051186806252,-0.130686233952404,-0.0698043105161994,-0.1733270667051049,0.1289322859622662,-0.9417853344486397,-2.1778707998314397,-0.2675948321091491,1.190666210775923,1581512.6724999999
0.0,0.0,-0.1355565237608972,0.0660981203172617,0.0888257120001091,0.0,-0.0672198408418601,-0.2404835164101162,0.4608117837865645,-0.9417853344486397,-2.1778707998314397,-0.2675948321091491,1.190666210775923,1581512.6724999999
1.0,0.0,-0.1530606307232373,0.0423830032476828,0.1588388272683647,0.1086550994430419,-0.0994962311284289,-0.135347995681739,-0.0066903072692614,1.3984195529528325,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,296141.1975
1.0,0.0,0.2178076355413441,-0.1128432175713836,0.0028199392819316,0.3046013120690329,-0.099555192413775,-0.1865356955113069,0.0044284128555161,1.3988942182056354,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,304547.1625
1.0,0.0,-0.2044789449251113,-0.2465102410544691,-0.1433811055605856,-0.1602650514160109,-0.0973425063998127,-0.1810154533728241,0.2050672033673555,1.3997078561334395,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,357038.225
1.0,0.0,-0.242222175562657,-0.3435266290663855,-0.0721802194020706,0.0,0.3509860048644175,-0.2584279575363583,0.496284594109008,1.402239057414336,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,357000.4875
1.0,0.0,0.3009521436124595,-0.3629299066687685,-0.0091885041347578,0.0,-0.0887374343662393,-0.2349632742716334,0.2188072052159523,1.4035046606168582,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,319256.1575
1.0,0.0,-0.4478954323701538,-0.4276074986767124,0.2355082424921007,0.0,-0.0997943131821233,-0.2593658627540616,-0.1320156087664704,1.405031357122617,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,313655.2875
1.0,0.0,-0.1093003633173867,-0.5785218800285832,-0.1889962907165736,0.0,-0.0974178458199773,0.0,-0.1871410232428953,1.4081246339443882,-1.366742047655147,-0.2675948321091491,-1.5374281854221177,357038.225
1.0,0.0,-1.0315479988956822,-0.4426989368118997,-0.263414521380516,2.181717194380457,0.0,0.0,-0.0528136515690194,1.4143111850258556,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,382147.1375
1.0,0.0,-0.6087144150866536,-0.2659135186568522,-0.0251397091777713,0.8376366254741833,-0.0997042334406222,-0.2514752783381103,-0.1087969400641488,1.417404461847626,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,307483.74
1.0,0.0,-0.8504898925039767,-0.2788490370584406,0.0354413891954849,0.1459245888214587,-0.0996878553058038,-0.1142682713991742,0.0531674318593632,1.4182701175694543,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,347938.39
1.0,0.0,-0.1957268914439414,-0.3004082343944226,-0.2190811721920025,-0.0725263684135546,0.0,-0.2473728565547011,-0.2160087643232873,1.41824472741338,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,368718.285
1.0,0.0,-0.0896082429847541,-0.2637575989232534,0.3455452509537409,-0.0093866246464859,-0.0949611255972212,1.1531072145200016,-0.1706115290785765,1.4182193372573055,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,427198.505
1.0,0.0,-0.4123402151029001,0.2342598595379176,0.1966434223688082,0.0142436935197476,0.0,0.0103318277433589,0.7853937454321447,1.419234087767473,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,321189.81
1.0,0.0,-0.3570928775030142,0.4972820670368909,0.1114507545553721,-0.1150178912874794,0.0,-0.2587787584489538,0.0425813786089446,1.4229380631757265,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,328864.4825
1.0,0.0,-0.610355425114373,0.7430569166670791,0.0892800941527587,-0.1465944897062162,0.0,-0.2560088929099181,0.7116670430011311,1.426642041146054,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,371001.3075
1.0,0.0,-0.4085111917048886,0.6287931707863775,0.6292232033079037,-0.1428792000960588,-0.0995470033463658,0.0645037714474376,0.4211168876073599,1.4303460165543085,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,382023.46749999997
1.0,0.0,-0.143214570556921,0.5511800603768443,0.0573298543664527,0.0,-0.0997107846945496,-0.1602061381270517,-0.1282224599190615,1.4336079444773655,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,323001.7475
1.0,0.0,0.2916530867887162,0.5274649433072655,0.0307110318379016,0.0,-0.0607308238268205,-0.1916929561499513,-0.0288716773215155,1.4357647472822477,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,331101.8925
1.0,0.0,-0.4035881616217303,0.516685344639274,0.1051372341185571,0.0,-0.0724182608332119,-0.2548809705312254,0.016402203489133,1.4379215500871294,-1.3284712284174711,-0.2675948321091491,-1.5374281854221177,313680.1275
1.0,0.0,0.0684757230188801,0.4670991907665173,1.0351873503651337,0.0556701816532833,-0.0719924293279341,-0.1618407729350491,-0.4946888589484483,1.4400783528920111,-1.4432836861304985,-0.2675948321091491,-1.5374281854221177,382388.9525
1.0,0.0,0.0947318834623901,0.3506795251522169,-0.1878611324966211,-0.0677953719878261,-0.0986298277965369,-0.2156205017299063,0.0348212633024937,1.4422351556968924,-1.4432836861304985,-0.2675948321091491,-1.5374281854221177,315757.23750000005
1.0,0.0,0.3720625781469668,0.1825177859315621,-0.2623590793276949,0.0,-0.0942732439348495,-0.2554339691920532,-0.1918116706780641,1.4422351556968924,-1.4432836861304985,-0.2675948321091491,-1.5374281854221177,361382.0800000001
1.0,0.0,-0.0102927583116507,0.1092165149892246,-0.3679032846098036,0.0,-0.0952886882935887,-0.2575533913723179,-0.2956620866090109,1.4422351556968924,-1.4432836861304985,-0.2675948321091491,-1.5374281854221177,317191.345
0.0,0.0,-0.1158644034282645,-0.5785218800285832,0.4752625867568061,-0.1441886322821372,-0.060514632447218,-0.2581404956774258,0.7251379079026832,1.4346117728648944,-1.416175189170478,-0.2675948321091491,1.137089696737318,1720432.2025000001
0.0,0.0,-0.8581479393000004,-0.2788490370584406,0.1246150823954682,0.2284681444692169,-0.0989999736434321,-0.259845777891432,0.231176290740541,1.4447581199089918,-1.3933190054590885,-0.2675948321091491,1.137089696737318,1259391.44
0.0,0.0,-0.1793167911667473,-0.3004082343944226,-0.1575833378967339,0.0163423725029144,-0.099776297233823,-0.2506835401673217,-0.1322595141247296,1.4447002682718422,-1.3933190054590885,-0.2675948321091491,1.137089696737318,1123908.2825
0.0,0.0,0.4387969859408885,0.1825177859315621,-0.0497544672646364,-0.1502245765371425,-0.0842825816956416,-0.2573170879798057,0.023988501183951,1.4687689858590038,-1.4395629120379465,-0.2675948321091491,1.137089696737318,1398110.8775
0.0,0.0,0.0154163987892862,0.1092165149892246,0.0507979116316974,0.0,-0.0814327862372447,-0.2168093270448135,0.2730803526934028,1.4687689858590038,-1.4395629120379465,-0.2675948321091491,1.137089696737318,1342734.4575
1.0,0.0,-1.281528526451602,0.5123735051720781,0.12831391255037,0.2821279579576221,-0.0990523836748509,-0.1917051367371942,-0.126770241808967,0.7639097296613152,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,491097.5675
1.0,0.0,-1.2984856300713692,0.3851742408897873,-0.1167877922055165,0.6686727877236505,-0.0982367525608959,-0.1384467370763331,0.4606912328623676,0.7657373930322661,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,558900.2374999999
1.0,0.0,-2.0084959687312907,0.2428835384723101,0.3892360878351745,0.0098848987085551,-0.0986822378279557,-0.0546004467310985,0.0366855973627502,0.7675092697979333,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,620266.4950000001
1.0,0.0,-1.7793015681931494,0.1501789899275896,0.2087443365393702,0.0,2.3300936113009683,-0.2389731235919965,1.2523042959064457,0.7709042539243627,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,967370.4574999999
1.0,0.0,-1.446176532566114,0.0143560467109071,0.3299687118962452,0.0,-0.08087592965342,-0.1707886323236843,0.7556653268231832,0.7726017459875767,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,525276.6975
1.0,0.0,-2.171502964818083,-0.1365583346409635,-0.1701386342199455,0.0,-0.0956162509899562,-0.2596094744989197,-0.148587155578765,0.774880293437902,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,718847.8575
1.0,0.0,-2.6287977592092187,-0.3198115119968056,-0.2334412425390712,0.0,-0.0950200868825674,-0.2506859762847703,-0.3093404112405766,0.7806451757729641,-0.2319059494268482,-0.2675948321091491,-0.965636907841554,700662.57
1.0,0.0,-3.648958993108104,-0.7165007429788645,-0.1817054500707264,2.516846631237301,-0.0936803554544244,-0.2447223607706458,-0.0372653858574671,0.7921749378810136,-0.471098569662321,-0.2675948321091491,-0.965636907841554,586791.9025
1.0,0.0,-3.67795017026448,-0.8825065624659215,-0.0658969911087656,1.7083260686154988,-0.0984644086348713,-0.2568590978994726,-0.2337970344170124,0.7979398176540017,-0.471098569662321,-0.2675948321091491,-0.965636907841554,586791.9025
1.0,0.0,-3.7151463975594528,-1.029109104350595,0.6536593971803945,0.6608341320343866,-0.0995535546002931,0.0254796060386308,-0.0185183153898959,0.8009930748755819,-0.471098569662321,-0.2675948321091491,-0.965636907841554,554754.045
1.0,0.0,-3.09757962379439,-1.0657597398217635,-0.2890847215202023,0.0824036747262506,-0.099776297233823,-0.2554899998933704,-0.21112785364824,0.8029616830766005,-0.471098569662321,-0.2675948321091491,-0.965636907841554,539544.395
1.0,0.0,-1.91222338043842,-0.7941138533883968,0.2963508098935483,-0.0812013566463241,-0.0812559023812062,0.7452012728122782,-0.0956989419746479,0.8049302912776184,-0.471098569662321,-0.2675948321091491,-0.965636907841554,526796.505
1.0,0.0,-2.5653453714707357,0.0531626019156733,1.0165688423699,-0.0423018035705118,-0.0998352585191692,-0.0268287078172839,0.6355265185763117,0.8087251716432563,-0.471098569662321,-0.2675948321091491,-0.965636907841554,583221.86
1.0,0.0,-2.583943485118222,0.4239807960945544,0.8591963738655739,-0.0081758483100435,-0.0922521820982622,0.5860424115441859,-0.0361131433029327,0.8101956024358418,-0.471098569662321,-0.2675948321091491,-0.965636907841554,540513.0925
